,Station,Station Latitude,Station Longitude,Venue,Venue Latitude,Venue Longitude,Venue Category
234,Republica,-33.44781573,-70.66713707,Liga Chilena contra la Epilepsia,-33.44559641081333,-70.66680477708952,Medical Center
235,Republica,-33.44781573,-70.66713707,Polenta Pizzería,-33.44888567969972,-70.66643947021494,Pizza Place
236,Republica,-33.44781573,-70.66713707,Madera y Carbón,-33.445120632443846,-70.66828249812386,Arepa Restaurant
237,Republica,-33.44781573,-70.66713707,Il divertimento,-33.444991342125746,-70.66481902859775,Bar
238,Republica,-33.44781573,-70.66713707,Mr. Burro,-33.450732469215986,-70.66644507714251,Burrito Place
239,Republica,-33.44781573,-70.66713707,Plaza libertad de Prensa,-33.44547765010972,-70.66587303428159,Plaza
240,Republica,-33.44781573,-70.66713707,Café Tales,-33.444977931076444,-70.66484775294441,Café
241,Republica,-33.44781573,-70.66713707,Academia Tsering,-33.45031826842796,-70.66439923496196,Martial Arts School
242,Republica,-33.44781573,-70.66713707,Palacio Concha,-33.44499781886399,-70.66482137130296,Other Nightlife
243,Republica,-33.44781573,-70.66713707,The Princesa Insolente Hostel,-33.444180511559395,-70.66884593617904,Hostel
244,Republica,-33.44781573,-70.66713707,Meson Danés,-33.445019881974794,-70.66483404334058,Dive Bar
245,Republica,-33.44781573,-70.66713707,Concha y Toro 42,-33.44552579658065,-70.66586457953515,Community Center
246,Republica,-33.44781573,-70.66713707,S&S Bar,-33.44944476714826,-70.66613990756444,Pub
247,Republica,-33.44781573,-70.66713707,Café Republicano,-33.45118879362105,-70.6653306214592,Breakfast Spot
248,Republica,-33.44781573,-70.66713707,Libreria Metales Pesados,-33.44644163072031,-70.6622051413443,Bookstore
249,Republica,-33.44781573,-70.66713707,Chicken Tea,-33.45027140580268,-70.66431447542813,Chinese Restaurant
250,Republica,-33.44781573,-70.66713707,Cafetería Bulnes,-33.44796011267138,-70.66916752725668,Café
251,Republica,-33.44781573,-70.66713707,El Palacio del Vino,-33.44434280237696,-70.66474606413881,Restaurant
252,Republica,-33.44781573,-70.66713707,Club Santiago,-33.44491176745527,-70.66528507265242,Diner
253,Republica,-33.44781573,-70.66713707,Ostras Azócar,-33.44620473612522,-70.66924949108542,Seafood Restaurant
254,Republica,-33.44781573,-70.66713707,AKISUSHISAN Delivery,-33.446312,-70.663807,Sushi Restaurant
255,Republica,-33.44781573,-70.66713707,Ocean Pacific's Destructor,-33.44378331057862,-70.6677659733897,Seafood Restaurant
256,Republica,-33.44781573,-70.66713707,Aoki Sushi Nikkei,-33.44748627272922,-70.66236197497958,Sushi Restaurant
257,Republica,-33.44781573,-70.66713707,El Beer Wall,-33.44424,-70.66796,Bar
258,Republica,-33.44781573,-70.66713707,Al-Kawzar,-33.451617221746694,-70.66426632904174,Middle Eastern Restaurant
259,Republica,-33.44781573,-70.66713707,Sushi Delivery Santiago,-33.45163685274949,-70.66549907700688,Asian Restaurant
260,Republica,-33.44781573,-70.66713707,Xin Qing Fung,-33.45054076580151,-70.66556609836944,Chinese Restaurant
261,Republica,-33.44781573,-70.66713707,Plaza Garibaldi,-33.44374367952353,-70.66823241207324,Mexican Restaurant
262,Republica,-33.44781573,-70.66713707,Restaurant Marisquería Tahiti,-33.444661940656985,-70.66945605335115,Seafood Restaurant
263,Republica,-33.44781573,-70.66713707,República,-33.44875721614592,-70.66809450547792,Beer Garden
264,Republica,-33.44781573,-70.66713707,Don Ernesto,-33.45185585286687,-70.66583317000666,Diner
265,Republica,-33.44781573,-70.66713707,El Cerveza,-33.44981744961649,-70.66720149989992,Bar
266,Republica,-33.44781573,-70.66713707,Caleta 94,-33.44398,-70.667998,Seafood Restaurant
267,Republica,-33.44781573,-70.66713707,Restaurante Al Safir,-33.44826621991971,-70.67168327254232,Middle Eastern Restaurant
268,Republica,-33.44781573,-70.66713707,La Chacra (fajitas),-33.4506063102762,-70.66575246238382,Taco Place
269,Republica,-33.44781573,-70.66713707,Hostel LandayBarcelo,-33.44499997401231,-70.66480760734962,Hostel
270,Republica,-33.44781573,-70.66713707,Palato,-33.450727,-70.666278,Restaurant
271,Republica,-33.44781573,-70.66713707,Pollo Chang,-33.446918,-70.662124,Chinese Restaurant
272,Republica,-33.44781573,-70.66713707,Restaurant Sheng Xing,-33.45054244146981,-70.67003806693491,Chinese Restaurant
273,Republica,-33.44781573,-70.66713707,Opa Opa,-33.44386588034324,-70.66625970314941,Greek Restaurant
274,Republica,-33.44781573,-70.66713707,Entre Latas,-33.446650791772015,-70.66219352403596,Bar
275,Republica,-33.44781573,-70.66713707,Cafemarket,-33.44524554570333,-70.66783835035986,Coffee Shop
276,Republica,-33.44781573,-70.66713707,Saori,-33.44478624926078,-70.66780383452269,Sushi Restaurant
277,Republica,-33.44781573,-70.66713707,Baccara,-33.44870109200413,-70.66819559035966,Restaurant
278,Republica,-33.44781573,-70.66713707,Burger House,-33.44420015455953,-70.66783369429113,Burger Joint
279,Republica,-33.44781573,-70.66713707,Clásico,-33.45013197697757,-70.6654224935952,Bar
280,Republica,-33.44781573,-70.66713707,Panadería San Camilo,-33.44848896185646,-70.67024363358976,Bakery
281,Republica,-33.44781573,-70.66713707,Academia Danza Arabe,-33.446886922251466,-70.6621571368172,Dance Studio
282,Republica,-33.44781573,-70.66713707,Papalino's Pizza,-33.44692191562234,-70.66266719314649,Pizza Place
283,Republica,-33.44781573,-70.66713707,Gino's Pizza,-33.45132936409247,-70.66480086241187,Pizza Place
284,Republica,-33.44781573,-70.66713707,Mosaik,-33.446020913377964,-70.66372671587605,Bar
285,Republica,-33.44781573,-70.66713707,Corona Puente Alto,-33.44593617094704,-70.66588640213013,Shopping Mall
286,Republica,-33.44781573,-70.66713707,Estorbar,-33.445022236289105,-70.66480310866355,Bar
287,Republica,-33.44781573,-70.66713707,Farmacias Cruz Verde,-33.447203800004274,-70.66758392501909,Pharmacy
288,Republica,-33.44781573,-70.66713707,Parriladas Más y Más,-33.444744605450026,-70.66775479431467,Steakhouse
289,Republica,-33.44781573,-70.66713707,Hotel Conde Ansurez,-33.44878299792761,-70.66816793824492,Hotel
290,Republica,-33.44781573,-70.66713707,Pub Neft,-33.45027090538853,-70.66436268846168,Pub
291,Republica,-33.44781573,-70.66713707,"Pub ""El leñador""",-33.448208226466356,-70.6691002871044,Bar
292,Republica,-33.44781573,-70.66713707,Bci Telecanal,-33.448934028352035,-70.67099355480286,Coworking Space
293,Republica,-33.44781573,-70.66713707,Pub Makalu,-33.44981632221124,-70.66701263423059,Bar
294,Republica,-33.44781573,-70.66713707,Señor Monkey,-33.44810587909592,-70.66261346583937,Bar
295,Republica,-33.44781573,-70.66713707,Godo's,-33.45064951297799,-70.66569177335121,Salad Place
296,Republica,-33.44781573,-70.66713707,Plaza Manuel Rodríguez,-33.45146902026664,-70.66515011997707,Plaza
297,Republica,-33.44781573,-70.66713707,Aquí Perú,-33.452105996522356,-70.66559461738512,Peruvian Restaurant
298,Republica,-33.44781573,-70.66713707,El Café Mundo,-33.4512197975201,-70.66531517238785,Café
299,Republica,-33.44781573,-70.66713707,Pacific Fitness Club,-33.444529467222544,-70.6653559744092,Gym
300,Republica,-33.44781573,-70.66713707,Entrelatas,-33.44664039837154,-70.66286656027118,Bar
301,Republica,-33.44781573,-70.66713707,Sui Hwa,-33.4448593535316,-70.66769441178042,Chinese Restaurant
302,Republica,-33.44781573,-70.66713707,Restaurant Neft,-33.4501883654716,-70.66442728042603,Gastropub
303,Republica,-33.44781573,-70.66713707,Empicada (la picada de la empanada),-33.45194,-70.66643966,Burrito Place
304,Republica,-33.44781573,-70.66713707,Arrieros Colombianos,-33.44472051948735,-70.66967163306188,Arepa Restaurant
305,Republica,-33.44781573,-70.66713707,Restaurant Squella,-33.444018983815546,-70.66780733506941,Seafood Restaurant
306,Republica,-33.44781573,-70.66713707,Ciclovía Alameda,-33.44897025913982,-70.67200424110015,Other Great Outdoors
307,Los Heroes,-33.44634977,-70.66068672,Libreria Metales Pesados,-33.44644163072031,-70.6622051413443,Bookstore
308,Los Heroes,-33.44634977,-70.66068672,Confitería Torres,-33.44590849707177,-70.65819558752631,Café
309,Los Heroes,-33.44634977,-70.66068672,Academia Salsantiago,-33.44612120123435,-70.65719029954762,Dance Studio
310,Los Heroes,-33.44634977,-70.66068672,Las Mechadas - Sándwiches Caseros,-33.443636128637536,-70.66210058555912,Sandwich Place
311,Los Heroes,-33.44634977,-70.66068672,Il divertimento,-33.444991342125746,-70.66481902859775,Bar
312,Los Heroes,-33.44634977,-70.66068672,Sala Yuukti Yoga,-33.44802562710873,-70.6652279478587,Yoga Studio
313,Los Heroes,-33.44634977,-70.66068672,Los Chicos de Moreno,-33.44731128,-70.65832,Fast Food Restaurant
314,Los Heroes,-33.44634977,-70.66068672,Café Tales,-33.444977931076444,-70.66484775294441,Café
315,Los Heroes,-33.44634977,-70.66068672,La Cestería Bakery&Café,-33.44291490861739,-70.65995179318632,Diner
316,Los Heroes,-33.44634977,-70.66068672,Palacio Concha,-33.44499781886399,-70.66482137130296,Other Nightlife
317,Los Heroes,-33.44634977,-70.66068672,El Rincon Ciudadano,-33.447359467936224,-70.6580444245261,Bar
318,Los Heroes,-33.44634977,-70.66068672,Sole Mio,-33.443117806235435,-70.66201359914054,Italian Restaurant
319,Los Heroes,-33.44634977,-70.66068672,Meson Danés,-33.445019881974794,-70.66483404334058,Dive Bar
320,Los Heroes,-33.44634977,-70.66068672,Starbucks,-33.443833103418996,-70.65684396972844,Coffee Shop
321,Los Heroes,-33.44634977,-70.66068672,Gimnasio Caja los Andes,-33.44691015401541,-70.65686553878223,Gym
322,Los Heroes,-33.44634977,-70.66068672,El Palacio del Vino,-33.44434280237696,-70.66474606413881,Restaurant
323,Los Heroes,-33.44634977,-70.66068672,El Sanguchón Limeño,-33.44223085106688,-70.65913235353747,Sandwich Place
324,Los Heroes,-33.44634977,-70.66068672,Plaza libertad de Prensa,-33.44547765010972,-70.66587303428159,Plaza
325,Los Heroes,-33.44634977,-70.66068672,Concha y Toro 42,-33.44552579658065,-70.66586457953515,Community Center
326,Los Heroes,-33.44634977,-70.66068672,You - Yi,-33.44640897424112,-70.65711241969053,Chinese Restaurant
327,Los Heroes,-33.44634977,-70.66068672,Cafe Al otro lado de la moneda,-33.44349171123133,-70.6573665082166,Café
328,Los Heroes,-33.44634977,-70.66068672,La picá de las Cazuelas,-33.447140682888765,-70.65742231596397,Latin American Restaurant
329,Los Heroes,-33.44634977,-70.66068672,Arte Vegetal,-33.44411325943839,-70.6560376314218,Vegetarian / Vegan Restaurant
330,Los Heroes,-33.44634977,-70.66068672,Fajitas y Más,-33.44955744880491,-70.66093195938421,Burrito Place
331,Los Heroes,-33.44634977,-70.66068672,Yue Hai,-33.449646761557354,-70.66207327819544,Chinese Restaurant
332,Los Heroes,-33.44634977,-70.66068672,Cafetería Guerrier,-33.44936492522743,-70.65993694458614,Café
333,Los Heroes,-33.44634977,-70.66068672,Farmacias Cruz Verde,-33.447372885663874,-70.65823887040366,Pharmacy
334,Los Heroes,-33.44634977,-70.66068672,Barcelona,-33.449731019003494,-70.66207826209238,Buffet
335,Los Heroes,-33.44634977,-70.66068672,Señor Monkey,-33.44810587909592,-70.66261346583937,Bar
336,Los Heroes,-33.44634977,-70.66068672,Completos Petinelli,-33.447261274465276,-70.65742459533641,Hot Dog Joint
337,Los Heroes,-33.44634977,-70.66068672,Parada 13 - Metro Los Héroes (PA675),-33.447392859897235,-70.65990490883489,Bus Station
338,Los Heroes,-33.44634977,-70.66068672,Hotel sahara inn,-33.448493821767116,-70.65603382180127,Hotel
339,La Moneda,-33.4450661,-70.6552971,Centro Cultural Palacio La Moneda,-33.443519136434205,-70.65362936426828,Art Museum
340,La Moneda,-33.4450661,-70.6552971,Academia Salsantiago,-33.44612120123435,-70.65719029954762,Dance Studio
341,La Moneda,-33.4450661,-70.6552971,Starbucks,-33.443833103418996,-70.65684396972844,Coffee Shop
342,La Moneda,-33.4450661,-70.6552971,Cineteca Nacional de Chile,-33.44356387213617,-70.65374000059052,Indie Movie Theater
343,La Moneda,-33.4450661,-70.6552971,Maraton de Santiago,-33.4443962163397,-70.65293444039703,Sports Club
344,La Moneda,-33.4450661,-70.6552971,Los Chingones,-33.445596,-70.655338,Mexican Restaurant
345,La Moneda,-33.4450661,-70.6552971,Restaurant Amunategui 43,-33.44404370340879,-70.6559511165619,Restaurant
346,La Moneda,-33.4450661,-70.6552971,Primmo,-33.44251327823557,-70.6563491033191,Café
347,La Moneda,-33.4450661,-70.6552971,Astor,-33.442333703191736,-70.65545389906939,Coffee Shop
348,La Moneda,-33.4450661,-70.6552971,Café Cívico,-33.443611617234644,-70.65384244341482,Café
349,La Moneda,-33.4450661,-70.6552971,Maldito Buen Cafe,-33.44349062556576,-70.65495231059114,Breakfast Spot
350,La Moneda,-33.4450661,-70.6552971,Paseo Bulnes,-33.44742938906869,-70.65307965951412,Pedestrian Plaza
351,La Moneda,-33.4450661,-70.6552971,Confitería Torres,-33.44590849707177,-70.65819558752631,Café
352,La Moneda,-33.4450661,-70.6552971,Evergreen,-33.446484798173714,-70.65365426208284,Vegetarian / Vegan Restaurant
353,La Moneda,-33.4450661,-70.6552971,La Fête Chocolat,-33.44260551253559,-70.65128562386026,Candy Store
354,La Moneda,-33.4450661,-70.6552971,Plaza de la Ciudadanía,-33.444357908110305,-70.65397420831472,Plaza
355,La Moneda,-33.4450661,-70.6552971,Feria Artesanal La Moneda,-33.44479466507696,-70.65460641767572,Shopping Mall
356,La Moneda,-33.4450661,-70.6552971,La Mechada Nacional,-33.44297,-70.655934,Sandwich Place
357,La Moneda,-33.4450661,-70.6552971,Club de la Unión,-33.44389110392799,-70.65139221067571,Event Space
358,La Moneda,-33.4450661,-70.6552971,Papelaria,-33.44263181553141,-70.65102107974617,Bookstore
359,La Moneda,-33.4450661,-70.6552971,La Fuente Oficial,-33.44349373573206,-70.654723112961,Restaurant
360,La Moneda,-33.4450661,-70.6552971,Gimnasio Caja los Andes,-33.44691015401541,-70.65686553878223,Gym
361,La Moneda,-33.4450661,-70.6552971,Moneda Express,-33.44239400917142,-70.65565777564677,Latin American Restaurant
362,La Moneda,-33.4450661,-70.6552971,Editorial y Librería Universitaria,-33.44410030561491,-70.6509334140821,Bookstore
363,La Moneda,-33.4450661,-70.6552971,Castaño,-33.442020534854215,-70.65564617534447,Bakery
364,La Moneda,-33.4450661,-70.6552971,Teatro Antonio Varas,-33.443520385128195,-70.6529646459688,Theater
365,La Moneda,-33.4450661,-70.6552971,Starbucks,-33.4442123091525,-70.65323649611167,Coffee Shop
366,La Moneda,-33.4450661,-70.6552971,Plaza de la Constitución,-33.442806,-70.65299,Plaza
367,La Moneda,-33.4450661,-70.6552971,Blue Jar,-33.442271213868615,-70.6553852099378,Restaurant
368,La Moneda,-33.4450661,-70.6552971,Bandera Bicentenario,-33.44454856762321,-70.6536340713501,Memorial Site
369,La Moneda,-33.4450661,-70.6552971,Cine Arte Normandie,-33.447614963946975,-70.6519870398757,Indie Movie Theater
370,La Moneda,-33.4450661,-70.6552971,Teatro nacional chileno,-33.44318779958165,-70.65316200256348,Theater
371,La Moneda,-33.4450661,-70.6552971,Apetit's Express,-33.446501243875844,-70.65110661204811,Burrito Place
372,La Moneda,-33.4450661,-70.6552971,Starbucks,-33.44248804307619,-70.65145829711801,Coffee Shop
373,La Moneda,-33.4450661,-70.6552971,Pastelería La Colonia,-33.44165062131046,-70.65779413658673,Pie Shop
374,La Moneda,-33.4450661,-70.6552971,Bulnes Coffee Shop,-33.445722671104605,-70.65335267133635,Café
375,La Moneda,-33.4450661,-70.6552971,Praliné,-33.4490243306701,-70.65521553725036,Bakery
376,La Moneda,-33.4450661,-70.6552971,Lush,-33.44202743445564,-70.65204666657304,Cosmetics Shop
377,La Moneda,-33.4450661,-70.6552971,Quijote,-33.44263641446893,-70.6510583457887,Mediterranean Restaurant
378,La Moneda,-33.4450661,-70.6552971,El Rincon Ciudadano,-33.447359467936224,-70.6580444245261,Bar
379,La Moneda,-33.4450661,-70.6552971,Arte Vegetal,-33.44411325943839,-70.6560376314218,Vegetarian / Vegan Restaurant
380,La Moneda,-33.4450661,-70.6552971,La Cestería Bakery&Café,-33.44291490861739,-70.65995179318632,Diner
381,La Moneda,-33.4450661,-70.6552971,Charlyngas,-33.44352066735977,-70.65379413693583,Comfort Food Restaurant
382,La Moneda,-33.4450661,-70.6552971,Cafe Al otro lado de la moneda,-33.44349171123133,-70.6573665082166,Café
383,La Moneda,-33.4450661,-70.6552971,Los Chicos de Moreno,-33.44731128,-70.65832,Fast Food Restaurant
384,La Moneda,-33.4450661,-70.6552971,Plaza Bulnes,-33.44567397139581,-70.65330620124982,Plaza
385,La Moneda,-33.4450661,-70.6552971,You - Yi,-33.44640897424112,-70.65711241969053,Chinese Restaurant
386,La Moneda,-33.4450661,-70.6552971,El Sanguchón Limeño,-33.44223085106688,-70.65913235353747,Sandwich Place
387,La Moneda,-33.4450661,-70.6552971,"Paseo Bulnes, La Fuente Oficial.",-33.4452813405991,-70.6534514202554,Plaza
388,La Moneda,-33.4450661,-70.6552971,Body Line,-33.44243872403293,-70.65198833677667,Gym
389,La Moneda,-33.4450661,-70.6552971,Lima Limon,-33.44336737438863,-70.65756212648216,Peruvian Restaurant
390,La Moneda,-33.4450661,-70.6552971,Teatro Camilo Henriquez,-33.444074962679984,-70.6558937593301,Theater
391,La Moneda,-33.4450661,-70.6552971,Plaza de bolsillo,-33.44268353563973,-70.65282407383891,Food Truck
392,La Moneda,-33.4450661,-70.6552971,Plaza de la Constitución,-33.44093057303255,-70.65371862311183,Plaza
393,La Moneda,-33.4450661,-70.6552971,Gurman,-33.44205064894409,-70.65220138954015,Restaurant
394,La Moneda,-33.4450661,-70.6552971,Bar La Unión Chica,-33.443312268079076,-70.65107350820547,Bar
395,La Moneda,-33.4450661,-70.6552971,Libros San Diego,-33.44495974608587,-70.65160450142379,Bookstore
396,La Moneda,-33.4450661,-70.6552971,El Novillero,-33.44204879578613,-70.65257007661187,BBQ Joint
397,La Moneda,-33.4450661,-70.6552971,Pizza Napoli,-33.442053315549565,-70.65222873071569,Italian Restaurant
398,La Moneda,-33.4450661,-70.6552971,Libreria Del Fondo,-33.447699,-70.652768,Bookstore
399,La Moneda,-33.4450661,-70.6552971,La picá de las Cazuelas,-33.447140682888765,-70.65742231596397,Latin American Restaurant
400,La Moneda,-33.4450661,-70.6552971,Patio Los Héroes (centro Artesanal),-33.44530941775696,-70.65913165648936,Arts & Crafts Store
401,La Moneda,-33.4450661,-70.6552971,Patocarlo,-33.442195666408246,-70.6591136190261,Fast Food Restaurant
402,La Moneda,-33.4450661,-70.6552971,Sportlife,-33.44190142586985,-70.6517955510166,Gym
403,La Moneda,-33.4450661,-70.6552971,Circulo Español,-33.44611888576451,-70.65761023751142,Other Nightlife
404,La Moneda,-33.4450661,-70.6552971,La Caverna Bar,-33.44652146008739,-70.65830432390649,Bar
